,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg
6649,pasta gluten-free corn flr  quinoa flr ckd ancient harvest,152.0,3.23,0.152,2.07,31.11,3.3,0.3,7.0,0.72,41.0,91.0,63.0,4.0,0.7,0.064,0.206,2.2,0.0,0.12,0.093,0.45,0.05,8.0,0.0,1.0,0.23,0.0
6650,pasta gluten-free rice flr  rice bran extract ckd de boles,200.0,4.21,0.0,1.7,40.75,1.9,0.0,21.0,0.62,52.0,132.0,55.0,4.0,1.08,0.125,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6651,pasta gluten-free corn  rice flr ckd,179.0,3.2,0.15,1.0,38.05,1.4,0.0,2.0,0.22,11.0,33.0,24.0,4.0,0.27,0.02,0.094,2.2,0.0,0.05,0.079,0.24,0.037,4.0,0.0,4.0,0.0,0.0
6998,fast foods strwby banana smth made w ice  low-fat yogurt,65.0,0.86,0.0,0.14,15.05,0.9,12.68,20.0,0.14,11.0,11.0,131.0,14.0,0.09,0.038,0.212,0.3,5.2,0.023,0.0279999999999999,0.217,0.108,8.0,0.0,2.0,0.03,0.0
7090,kashi black bean mango frz unprep,115.0,3.0,0.0,3.0,18.0,6.0,3.0,29.0,0.6,0.0,67.0,127.0,134.0,6.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,795.0,0.0,0.0
7097,kashi mayan harvest bake frz unprep,121.0,3.0,0.6,3.2,21.0,3.0,7.0,20.0,1.3,0.0,46.0,143.0,133.0,0.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0
7106,kashi swt  sour chick frz entree,113.0,6.0,0.24,1.13,19.0,2.5,8.0,22.0,0.8,32.0,104.0,0.0,134.0,0.7,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
7373,beef australian imp grass-fed ground 85 ln  15 fat raw,234.0,17.72,7.938,18.12,0.0,0.0,0.0,6.0,1.79,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7374,beef aus imp grss-fed loin tenderln stkrst bnless raw,138.0,20.85,2.725,6.11,0.0,0.0,0.0,4.0,2.25,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7375,beef aus imp wgu tenln stkrst bnless ln mrb scr 45 raw,191.0,20.19,5.507000000000001,12.3,0.0,0.0,0.0,4.0,2.24,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7382,beef aus imp grss-fed tnderln stkrst bnless lnfat raw,151.0,20.53,3.393,7.63,0.01,0.0,0.0,4.0,2.21,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7383,beef aus imp grss-fed top loin stkrst bnless ln raw,131.0,21.79,2.09,4.87,0.0,0.0,0.0,5.0,1.57,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7384,beef au imp wgu tdln stkrst bnles ln  fat  mrb scr 45 raw,206.0,19.71,6.105,14.09,0.0,0.0,0.0,4.0,2.2,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7385,beef aus imp grss-fed  top loin stkrst bnless ln fat raw,199.0,19.9,5.837000000000001,13.17,0.11,0.0,0.0,5.0,1.46,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
7386,beef aus imp grss-fd top sirln cp-off stkrst bnless ln raw,122.0,21.9,1.601,3.87,0.0,0.0,0.0,5.0,2.53,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7387,beef aus imp grss-fd ribeye stkrst lip-on bnless ln raw,160.0,21.47,3.596,8.2,0.0,0.0,0.0,5.0,1.88,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7388,beef aus imp grss-fd bttm rnd stkrst bnless ln raw,130.0,21.4,1.959,4.93,0.0,0.0,0.0,4.0,2.11,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7389,beef aus imp grss-fd rd tp rnd cap-off stkrst bnless ln raw,129.0,22.41,1.783,4.43,0.0,0.0,0.0,5.0,2.3,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7390,beef aus imp wgu loin tenln stkrst bnless ln  mrb scr 9 raw,237.0,18.87,7.377000000000001,17.73,0.57,0.0,0.0,4.0,2.41,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7391,beef aus imp wgu top ln stkrst bnless ln mrb scr 45 raw,223.0,20.15,5.909,15.69,0.2,0.0,0.0,4.0,1.85,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7392,beef aus imp wgu tp ln stkrst bnless ln marble score 9 raw,331.0,16.92,10.309,29.15,0.13,0.0,0.0,4.0,1.71,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7393,beef aus imp wgu smlendrib stkrst bnless  mrb scr 45 raw,234.0,20.35,6.5360000000000005,16.93,0.0,0.0,0.0,4.0,1.89,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7394,beef aus imp wgu sml end rib stkrst bnless mrb scr 9 raw,330.0,17.61,11.123,28.61,0.46,0.0,0.0,4.0,2.14,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7395,beef aus imp grss-fd tp sirln cp-offstkrst bnles lnfat raw,127.0,21.77,1.859,4.45,0.01,0.0,0.0,5.0,2.51,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7396,beef aus imp grss-fd rbeye stkrst lip-on bnless lnfat raw,217.0,19.8,6.782,15.21,0.11,0.0,0.0,5.0,1.74,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
7397,beef aus imp grss-fed bttm rnd stkrst bnless lnfat raw,140.0,21.13,2.51,6.16,0.01,0.0,0.0,5.0,2.08,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7398,beef aus imp grss-fd tp rndcap-off stkrst bnless lnfat raw,129.0,22.24,1.77,4.4,0.0,0.0,0.0,5.0,2.28,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7399,beef aus imp wgu tp ln stkrst bnles ln  fat mrb scr45 raw,289.0,17.67,8.927999999999999,24.2,0.17,0.0,0.0,4.0,1.69,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
7400,beef aus imp wgu tp ln stkrst ln  fat marble score9 raw,392.0,14.58,12.765,36.98,0.22,0.0,0.0,4.0,1.54,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
7401,beef aus imp wgu smledrib stkrst bnles lnfat mrbscr45 raw,317.0,17.07,10.329,27.64,0.0,0.0,0.0,4.0,1.68,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
7402,beef aus imp wgu smledrib stkrst bnless lnfat mrb scr9 raw,405.0,14.54,13.942,38.3,0.42,0.0,0.0,3.0,1.82,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
7403,beef au imp wgu tnln  stkrst bnless ln  fat  mrb scr 9 raw,248.0,18.5,7.787999999999999,19.11,0.58,0.0,0.0,4.0,2.37,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7478,beef nz imp brisket navel end ln ckd brsd,265.0,29.35,5.527,16.37,0.0,0.0,0.0,7.0,1.84,14.0,113.0,142.0,39.0,5.76,0.068,0.004,3.6,0.0,0.017,0.093,2.45,0.102,0.0,1.34,16.0,0.71,0.2
7499,beef nz imp var meats  by-products kidney ckd bld,157.0,27.28,1.173,5.27,0.0,0.0,0.0,14.0,5.7,18.0,338.0,144.0,123.0,2.6,0.563,0.155,105.2,0.0,0.4029999999999999,2.945,3.903,0.254,0.0,21.35,104.0,1.53,0.8
7522,beef nz imp var meats  by-products tripe ckd bld,103.0,19.0,0.922,2.98,0.0,0.0,0.0,158.0,3.72,24.0,168.0,102.0,40.0,2.39,0.106,6.066,4.3,0.0,0.022,0.103,2.616,0.013,0.0,2.29,6.0,0.51,0.3
7526,beef nz imp brisket navel end ln  fat ckd brsd,453.0,20.14,15.494000000000002,41.33,0.0,0.0,0.0,11.0,1.29,11.0,94.0,137.0,33.0,3.61,0.047,0.003,3.1,0.0,0.035,0.069,1.974,0.084,0.0,0.94,10.0,0.43,0.3
7682,beef var meats  by-products tripe ckd simmrd,94.0,11.71,1.357,4.05,1.99,0.0,0.0,81.0,0.66,15.0,66.0,42.0,68.0,1.71,0.0,0.103,11.8,0.0,0.0,0.025,0.461,0.0,3.0,0.72,0.0,0.14,0.0
7700,snacks candy rolls yogurt-covered fruit flav w hi vit c,359.0,0.46,5.096,6.53,74.64,3.3,39.15,430.0,0.56,9.0,18.0,100.0,8.0,0.19,0.114,0.0819999999999999,1.2,260.8,0.015,0.025,0.1,0.026,2.0,0.0,0.0,0.41,0.0
7771,campbell's soup on the go hr chick w mini noodles soup,20.0,0.98,0.1639999999999999,0.66,2.62,0.7,0.66,7.0,0.12,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7890,keebler fudge shoppe fudge-dipped ice crm cups,485.0,6.0,16.8,18.8,73.1,2.2,25.7,0.0,0.0,0.0,55.0,78.0,136.0,0.0,0.0,0.0,0.0,0.0,0.44,0.26,3.52,0.0,0.0,0.0,0.0,0.0,0.0
8013,murray sugar free vanilla sugar wafer,458.0,3.2,9.3,27.6,68.5,14.3,0.8,0.0,1.5,7.0,40.0,57.0,81.0,0.0,0.0,0.0,0.0,0.0,0.24,0.15,1.8,0.0,47.0,0.0,0.0,0.0,0.0
8271,inf formu  mea john  enfa  pre lipil  infa  liq con  not rec,129.0,2.73,2.824,6.83,14.42,0.0,14.42,101.0,2.33,10.0,56.0,139.0,35.0,1.29,0.096,0.019,3.6,15.7,0.104,0.182,1.291,0.078,0.0,0.39,118.0,1.17,1.0
8272,inf formula mead johnson enfa prem infant liq conc not rec,129.0,2.72,2.943,7.1,14.34,0.0,14.34,101.0,2.32,10.0,55.0,138.0,35.0,1.28,0.096,0.0,3.6,15.6,0.103,0.181,1.283,0.078,0.0,0.39,118.0,1.17,1.0
8281,inf formula mead johnson enfami premature 20 cal rtf lo iron,66.0,1.97,1.679,3.34,7.21,0.0,7.23,108.0,0.33,6.0,54.0,64.0,38.0,0.98,0.079,0.004,1.8,13.1,0.131,0.1969999999999999,2.623,0.098,0.0,0.16,250.0,1.86,3.9
8282,inf formula mead johnson enfaml premature 24 cal rtf lo iron,67.0,1.97,1.339,3.34,7.19,0.0,7.21,108.0,0.33,6.0,54.0,64.0,38.0,0.98,0.079,0.004,1.8,13.1,0.131,0.1969999999999999,2.623,0.098,0.0,0.16,248.0,1.86,3.9
8283,inf formula mead johnson enfamil premium infant rtf,66.0,1.38,1.027,3.48,7.39,0.0,7.39,51.0,1.18,5.0,28.0,71.0,18.0,0.66,0.049,0.009,1.8,7.9,0.053,0.092,0.657,0.039,0.0,0.2,60.0,0.63,1.2
8287,agutuk fishberry w seal oil (ice cream) (alaska native),353.0,3.4,7.7,31.8,13.4,0.5,0.0,8.0,0.3,7.0,46.0,70.0,21.0,0.18,0.03,0.13,0.0,2.9,0.04,0.05,0.55,0.01,3.0,0.0,0.0,2.36,0.0
8290,bear black meat (alaska native),155.0,20.1,0.0,8.3,0.0,0.0,0.0,0.0,7.2,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.68,3.2,0.0,0.0,0.0,0.0,0.0,0.0
8291,bear polar meat raw (alaska native),130.0,25.6,0.63,3.1,0.0,0.0,0.0,17.0,6.1,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,0.023,0.573,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8293,whale beluga eyes (alaska native),291.0,19.6,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,0.0,0.0
8295,whale beluga flipper raw (alaska native),271.0,19.0,0.0,21.7,0.0,0.0,0.0,11.0,2.8,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0
8296,whale beluga liver raw (alaska native),117.0,18.4,0.0,3.9,2.0,0.0,0.0,11.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8298,blackberries wild raw (alaska native),52.0,0.84,0.0,1.07,9.84,3.2,3.65,5.0,0.21,4.0,11.0,75.0,6.0,0.15,0.222,0.287,0.0,4.7,0.06,0.144,0.314,0.039,11.0,0.0,5.0,0.91,0.0
8299,fish blackfish whl (alaska native),82.0,15.5,0.0,1.75,0.0,0.0,0.0,236.0,4.6,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.37,1.9,0.0,0.0,0.0,0.0,0.0,0.0
8300,blueberries wild frz (alaska native),44.0,0.7,0.0,0.0,10.4,0.0,0.0,15.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.03,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0
8302,caribou eye raw (alaska native),326.0,10.8,0.0,31.4,0.0,0.0,0.0,19.0,4.7,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0
8303,caribou liver raw (alaska native),122.0,15.0,0.0,3.9,6.8,0.0,0.0,4.0,15.7,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8304,stewsoup caribou (alaska native),41.0,3.8,0.01,0.7,4.8,0.1,0.0,7.0,0.2,5.0,12.0,84.0,72.0,0.1,0.03,0.08,0.0,1.5,0.02,0.01,0.27,0.06,3.0,0.0,0.0,0.0,0.0
8305,caribou tongue raw (alaska native),260.0,13.7,0.0,22.8,0.0,0.0,0.0,6.0,2.8,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8306,chiton leathery gumboots (alaska native),83.0,17.1,0.0,1.6,0.0,0.0,0.0,121.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.34,4.2,0.0,0.0,0.0,0.0,0.0,0.0
8307,cloudberries raw (alaska native),51.0,2.4,0.0,0.8,8.6,0.0,0.0,18.0,0.7,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.05,0.07,0.9,0.0,0.0,0.0,0.0,0.0,0.0
8308,cockles raw (alaska native),79.0,13.5,0.0,0.7,4.7,0.0,0.0,30.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0
8309,cranberries wild bush raw (alaska native),55.0,1.1,0.0,0.2,12.3,6.7,0.0,20.0,1.0,0.0,15.0,140.0,26.0,0.0,0.0,0.0,0.0,15.0,0.0,0.01,0.9,0.0,0.0,0.0,0.0,0.0,0.0
8310,cranberry lo bush or lingenberry raw (alaska native),55.0,0.4,0.0,0.5,12.2,0.0,0.0,26.0,0.4,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.02,0.08,0.4,0.0,0.0,0.0,0.0,0.0,0.0
8311,fish devilfish meat (alaska native),97.0,11.7,0.0,5.3,0.0,0.0,0.0,12.0,0.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.09,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0
8313,fish herring eggs on giant kelp pacific (alaska native),63.0,11.3,0.0,0.8,2.6,0.0,0.0,161.0,3.4,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,2.7,0.0,0.0,0.0,0.0,0.0,0.0
8314,fish herring eggs pacific dry (alaska native),312.0,60.4,0.0,6.6,2.8,0.0,0.0,29.0,0.0,0.0,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,4.1,0.0,0.0,0.0,0.0,0.0,0.0
8315,fish herring eggs pacific pln (alaska native),74.0,9.6,0.43,1.93,4.47,0.0,0.0,19.0,2.7,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.6,0.1,0.12,1.8,0.0,0.0,0.0,0.0,0.0,0.0
8316,fish herring pacific flsh air-dried pack oil (alaska native),489.0,44.5,0.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0
8317,huckleberries raw (alaska native),37.0,0.4,0.0,0.1,8.7,0.0,0.0,15.0,0.3,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.8,0.01,0.03,0.3,0.0,0.0,0.0,0.0,0.0,0.0
8319,fish lingcod liver (alaska native),424.0,5.6,0.0,42.0,6.0,0.0,0.0,5.0,1.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
8322,mashu roots raw (alaska native),135.0,5.8,0.0,2.4,22.6,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.1,0.07,1.3,0.0,0.0,0.0,0.0,0.0,0.0
8324,mouse nuts roots (alaska native),81.0,3.9,0.0,0.1,16.1,0.0,0.0,22.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.01,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8325,mouse nuts seedlings (alaska native),104.0,7.3,0.0,1.1,16.3,0.0,0.0,17.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.01,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8326,octopus (alaska native),56.0,12.3,0.2,0.8,0.0,0.0,0.0,35.0,4.9,0.0,158.0,0.0,0.0,1.43,0.37,0.021,0.0,0.0,0.03,0.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8327,seal bearded (oogruk) meat dried (alaska native),351.0,82.6,0.6,2.3,0.0,0.0,0.0,0.0,49.6,0.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.63,0.0,0.0,0.0,0.0,393.0,0.0,0.0
8328,seal bearded (oogruk) meat raw (alaska native),110.0,26.7,0.0,0.4,0.0,0.0,0.0,10.0,12.9,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.26,5.9,0.0,0.0,0.0,0.0,0.0,0.0
8330,oopah (tunicate) whl animal (alaska native),67.0,11.7,0.0,2.2,0.0,0.0,0.0,53.0,20.7,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
8331,owl horned flesh raw (alaska native),136.0,22.7,0.0,5.0,0.0,0.0,0.0,16.0,4.8,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8332,fish pike northern liver (alaska native),156.0,16.6,0.0,8.0,4.3,0.0,0.0,28.0,2.1,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8333,rhubarb wild leaves (alaska native),61.0,4.2,0.0,0.5,9.9,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8334,fish salmon tipnuk fermented (alaska native),159.0,15.9,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.15,1.9,0.0,0.0,0.0,0.0,0.0,0.0
8335,fish salmon king chinook kippered cnd (alaska native),266.0,30.7,0.0,15.9,0.0,0.0,0.0,38.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,10.9,0.0,0.0,0.0,0.0,0.0,0.0
8336,fish salmon king chinook smoked  cnd (alaska native),150.0,23.2,0.0,5.9,0.0,0.0,0.0,60.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,8.5,0.0,0.0,0.0,0.0,0.0,0.0
8338,fish salmon king chinook liver (alaska native),156.0,16.6,0.0,8.0,4.3,0.0,0.0,28.0,2.6,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8339,duck scoter white-winged meat (alaska native),84.0,20.2,0.0,0.4,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8340,sea cucumber yane (alaska native),56.0,13.0,0.0,0.4,0.0,0.0,0.0,30.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.94,3.2,0.0,0.0,0.0,0.0,0.0,0.0
8341,seal ringed meat (alaska native),142.0,28.4,0.82,3.2,0.0,0.0,0.0,5.0,19.6,0.0,238.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.14,0.53,0.0,0.0,0.0,0.0,116.0,0.0,0.0
8342,seal ringed liver (alaska native),116.0,18.6,1.17,3.3,2.9,0.0,0.0,13.0,13.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,4880.0,0.0,0.0
8343,soup fish homemade (alaska native),72.0,7.4,0.5,2.2,5.6,0.0,0.0,35.0,0.5,1.0,112.0,128.0,30.0,0.0,0.0,0.01,0.0,0.3,0.07,0.02,2.64,0.01,1.0,0.0,0.0,0.0,0.0
8344,sourdock young leaves (alaska native),42.0,2.3,0.0,0.7,6.5,0.0,0.0,2.0,0.8,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.09,0.54,1.1,0.0,0.0,0.0,0.0,0.0,0.0
8345,squirrel ground meat (alaska native),111.0,19.3,0.0,3.8,0.0,0.0,0.0,0.0,4.7,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8346,tea tundra herb  laborador combination (alaska native),1.0,0.0,0.0,0.0,0.2,0.0,0.0,2.0,0.08,1.0,0.0,9.0,132.0,0.04,0.02,0.04,0.0,0.3,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8347,walrus meat dried (alaska native),251.0,57.0,0.0,2.6,0.0,0.0,0.0,0.0,43.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.79,10.1,0.0,0.0,0.0,0.0,0.0,0.0
8348,deer (venison) sitka raw (alaska native),116.0,21.5,0.63,2.66,0.0,0.0,0.0,7.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.36,6.6,0.0,0.0,0.0,0.0,0.0,0.0
8349,walrus meat raw (alaska native),199.0,19.2,2.57,13.6,0.0,0.0,0.0,18.0,9.4,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.24,4.8,0.0,0.0,0.0,0.0,0.0,0.0
8350,walrus meat  subcutaneous fat raw (alaska native),282.0,16.3,0.0,24.1,0.0,0.0,0.0,0.0,9.4,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8351,walrus liver raw (alaska native),125.0,21.0,0.0,3.0,3.5,0.0,0.0,0.0,14.4,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8354,whale bowhead skn  subcutaneous fatmuktuk(alaska native),465.0,12.6,6.56,46.1,0.0,0.0,0.0,5.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.8,0.0,0.0,0.0,0.0,0.0,0.0
8356,fish whitefish broad liver (alaska native),104.0,11.0,0.0,4.4,5.1,0.0,0.0,53.0,8.6,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.54,2.7,0.0,0.0,0.0,0.0,0.0,0.0
8358,fish whitefish head eyes cheeks  soft bones (alaska native),107.0,18.6,0.0,3.6,0.0,0.0,0.0,0.0,3.9,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8360,willow young leaves chopd (alaska native),122.0,6.1,0.0,1.6,20.7,0.0,0.0,130.0,2.6,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
8361,mush blue corn w ash (navajo),54.0,0.66,0.074,0.49,11.74,1.1,0.19,96.0,2.92,20.0,39.0,58.0,8.0,0.76,0.048,0.305,0.9,0.0,0.02,0.015,0.283,0.049,4.0,0.0,0.0,0.0,0.0
